"","id","year","title"
"24",23921987,2016,"Health impact of external funding for HIV, tuberculosis and malaria: systematic review."
"25",26148280,2015,"Optimal Timing of Antiretroviral Therapy Initiation for HIV-Infected Adults With Newly Diagnosed Pulmonary Tuberculosis: A Systematic Review and Meta-analysis."
"26",25973226,2015,"Systematic review and meta-analysis of the efficacy and safety of therapy with linezolid containing regimens in the treatment of multidrug-resistant and extensively drug-resistant tuberculosis."
"27",25648115,2015,"Tuberculosis as a cause or comorbidity of childhood pneumonia in tuberculosis-endemic areas: a systematic review."
"28",25391135,2015,"The impact of antiretroviral therapy on mortality in HIV positive people during tuberculosis treatment: a systematic review and meta-analysis."
"29",24911886,2015,"Nevirapine versus efavirenz for patients co-infected with HIV and tuberculosis: a systematic review and meta-analysis."
"30",24623906,2015,"Pre-treatment loss to follow-up in tuberculosis patients in low- and lower-middle-income countries and high-burden countries: a systematic review and meta-analysis."
"31",24345074,2015,"Epidemiology of active tuberculosis in lung cancer patients: a systematic review."
"32",24979946,2014,"[Socio-economic factors that influence tuberculosis death among the youth and middle-aged population: a systematic review]."
"33",24555539,2014,"Efficacy of isoniazid prophylactic therapy in prevention of tuberculosis in children: a meta-analysis."
"34",24498298,2014,"Factors associated with adherence to treatment with isoniazid for the prevention of tuberculosis amongst people living with HIV/AIDS: a systematic review of qualitative data."
"35",24143260,2014,"The effect of tuberculosis treatment at combination antiretroviral therapy initiation on subsequent mortality: a systematic review and meta-analysis."
"36",23926140,2013,"A systematic review of the effectiveness of hospital- and ambulatory-based management of multidrug-resistant tuberculosis."
"37",23485377,2013,"The benefits to communities and individuals of screening for active tuberculosis disease: a systematic review."
"38",23372662,2013,"State of affairs of tuberculosis in prison facilities: a systematic review of screening practices and recommendations for best TB control."
"39",23369413,2013,"Corticosteroids for prevention of mortality in people with tuberculosis: a systematic review and meta-analysis."
"40",23174381,2013,"The burden of tuberculosis in crisis-affected populations: a systematic review."
"41",23144818,2013,"Use of anti-retroviral therapy in tuberculosis patients on second-line anti-TB regimens: a systematic review."
"42",23082213,2013,"Pharmacogenetic study of drug-metabolising enzyme polymorphisms on the risk of anti-tuberculosis drug-induced liver injury: a meta-analysis."
"43",23054996,2013,"Outcomes of clofazimine for the treatment of drug-resistant tuberculosis: a systematic review and meta-analysis."
"44",22914343,2013,"Prevalence of tuberculosis, hepatitis C virus, and HIV in homeless people: a systematic review and meta-analysis."
"45",22952439,2012,"Multidrug resistant pulmonary tuberculosis treatment regimens and patient outcomes: an individual patient data meta-analysis of 9,153 patients."
"46",22035614,2012,"Integrated delivery of HIV and tuberculosis services in sub-Saharan Africa: a systematic review."
"47",21477422,2012,"Polyneuropathy, anti-tuberculosis treatment and the role of pyridoxine in the HIV/AIDS era: a systematic review."
"48",21738585,2011,"Assessing tuberculosis case fatality ratio: a meta-analysis."
"49",21722362,2011,"The impact of diabetes on tuberculosis treatment outcomes: a systematic review."
"50",21642292,2011,"Pulmonary resection for patients with multidrug-resistant tuberculosis: systematic review and meta-analysis."
"51",21496360,2011,"A systematic review of risk factors for death in adults during and after tuberculosis treatment."
"52",21483732,2011,"Natural history of tuberculosis: duration and fatality of untreated pulmonary tuberculosis in HIV negative patients: a systematic review."
"53",21209936,2011,"The effect of tuberculosis on mortality in HIV positive people: a meta-analysis."
"54",20113978,2010,"Yield of HIV-associated tuberculosis during intensified case finding in resource-limited settings: a systematic review and meta-analysis."
"55",19961618,2010,"The association between alcohol use, alcohol use disorders and tuberculosis (TB). A systematic review."
"56",19656712,2010,"Immune reconstitution inflammatory syndrome associated with Mycobacterium tuberculosis infection: a systematic review."
"57",19642133,2009,"Tuberculosis in liver transplant recipients: a systematic review and meta-analysis of individual patient data."
"58",19519917,2009,"Time delays in diagnosis of pulmonary tuberculosis: a systematic review of literature."
"59",17945060,2008,"Tobacco and tuberculosis: a qualitative systematic review and meta-analysis."
"60",17325294,2007,"Risk of tuberculosis from exposure to tobacco smoke: a systematic review and meta-analysis."
"61",17227135,2007,"Tobacco smoke, indoor air pollution and tuberculosis: a systematic review and meta-analysis."
"62",17044199,2006,"Rifampicin plus pyrazinamide versus isoniazid for treating latent tuberculosis infection: a meta-analysis."
"63",16616560,2006,"Effect of BCG vaccination on childhood tuberculous meningitis and miliary tuberculosis worldwide: a meta-analysis and assessment of cost-effectiveness."
"64",15714411,2006,"Short-course therapy with rifampin plus isoniazid, compared with standard therapy with isoniazid, for latent tuberculosis infection: a meta-analysis."
"65",29986102,NA,"An overview of the case fatality of inpatient severe acute malnutrition in Ethiopia and its association with human immunodeficiency virus/tuberculosis comorbidity-a systematic review and meta-analysis."
"66",29954353,NA,"Effects of vitamin D supplementation on the outcomes of patients with pulmonary tuberculosis: a systematic review and meta-analysis."
"67",29946519,NA,"A systematic review of the effectiveness of smoking cessation interventions among patients with tuberculosis."
"68",29914598,NA,"Interventions to improve adherence to tuberculosis treatment: systematic review and meta-analysis."
"69",29740001,NA,"Predictors of In-Hospital Mortality among Patients with Pulmonary Tuberculosis: A Systematic Review and Meta-analysis."
"70",29628685,NA,"Total hip replacement in tuberculosis of hip: A systematic review."
"71",29595509,NA,"Comparison of different treatments for isoniazid-resistant tuberculosis: an individual patient data meta-analysis."
"72",29467027,NA,"Quality of reporting of outcomes in phase III studies of pulmonary tuberculosis: a systematic review."
"73",29316546,NA,"Tuberculosis-Associated Chylothorax: Case Report and Systematic Review of the Literature."
"74",29280783,NA,"Isoniazid for the Prevention of Tuberculosis in HIV-Infected Children: A Systematic Review and Meta-Analysis."
"75",29156011,NA,"Pulmonary resection for patients with multidrug-resistant tuberculosis based on survival outcomes: a systematic review and meta-analysis."
"76",28902004,NA,"Antiretroviral Therapy in HIV-Infected Children With Tuberculosis: A Systematic Review."
"77",29849672,NA,"Tuberculosis Control and Role of Molecular Epidemiology Studies in Iran: A Systematic Review."
"78",27862893,NA,"Maternal and perinatal mortality and morbidity associated with tuberculosis during pregnancy and the postpartum period: a systematic review and meta-analysis."
